,team_1,team_2,team_1_rating,team_2_rating,capacity,month,derby,year,city,temprature,precipitation,attendance,occuper
7001,13,1,11,1,42749,1,False,2013,13,4,34,36097,84
7002,7,5,8,2,52305,1,False,2013,18,3,190,49423,94
7003,40,16,12,4,30089,1,False,2013,33,5,32,27160,90
7004,39,2,10,3,25586,1,False,2013,27,4,17,24924,97
7005,44,10,18,17,33280,1,False,2013,29,5,55,27750,83
7006,4,35,5,15,39414,1,False,2013,31,5,58,36827,93
7007,30,23,16,19,25700,1,False,2013,16,6,52,25564,99
7008,9,32,9,14,32384,1,False,2013,4,6,35,28610,88
7009,19,25,6,20,36284,1,True,2013,16,6,52,36102,99
7010,12,43,7,13,75643,1,False,2013,26,5,32,75035,99
7011,43,5,13,2,20937,1,False,2013,32,6,99,20498,97
7012,1,44,1,17,60704,1,False,2013,16,6,52,60004,98
7013,25,35,18,15,25486,1,False,2013,16,6,52,25189,98
7014,30,10,16,19,25700,1,True,2013,16,6,52,25335,98
7015,16,39,4,10,54074,1,False,2013,31,5,58,44627,82
7016,9,2,9,3,32384,1,False,2013,4,6,35,31271,96
7017,40,4,12,5,30089,1,False,2013,33,5,32,25832,85
7018,23,13,20,11,48707,1,False,2013,14,4,20,39757,81
7019,32,7,14,8,26445,1,False,2013,3,4,34,26430,99
7020,12,19,7,6,75643,1,False,2013,26,5,32,75265,99
7021,4,9,4,9,39414,12,False,2013,31,6,72,39092,99
7022,7,1,8,1,52305,12,False,2013,18,4,230,52161,99
7023,2,16,3,5,40834,12,False,2013,16,6,65,41614,101
7024,19,40,7,12,36284,12,False,2013,16,6,65,36072,99
7025,10,32,19,15,35345,12,False,2013,16,6,65,34946,98
7026,13,43,13,11,42749,12,False,2013,13,5,27,37028,86
7027,39,30,10,18,25586,12,False,2013,27,5,18,23925,93
7028,5,25,2,17,53400,12,False,2013,26,5,37,47107,88
7029,35,12,14,6,27359,12,False,2013,24,5,31,26851,98
7030,44,23,16,20,33280,12,False,2013,29,6,50,27247,81
7031,39,12,12,7,25586,12,False,2013,27,5,18,24826,97
7032,13,25,13,17,42749,12,False,2013,13,5,27,37752,88
7033,44,9,16,9,33280,12,False,2013,29,6,50,27929,83
7034,2,43,3,11,40834,12,False,2013,16,6,65,41111,100
7035,4,23,5,20,39414,12,False,2013,31,6,72,39193,99
7036,7,40,6,10,52305,12,False,2013,18,4,230,51665,98
7037,35,30,14,18,27359,12,False,2013,24,5,31,26811,97
7038,19,32,8,15,36284,12,False,2013,16,6,65,35545,97
7039,10,1,19,1,35345,12,True,2013,16,6,65,34977,98
7040,5,16,2,4,53400,12,False,2013,26,5,37,47351,88
7041,1,2,2,4,60704,12,True,2013,16,6,65,60039,98
7042,9,19,9,7,32384,12,False,2013,4,6,31,31455,97
7043,43,4,11,5,20937,12,False,2013,32,7,113,20695,98
7044,16,44,1,15,54074,12,False,2013,31,6,72,44621,82
7045,25,7,18,6,25486,12,False,2013,16,6,65,24936,97
7046,30,5,19,3,25700,12,False,2013,16,6,65,25509,99
7047,12,10,8,17,75643,12,False,2013,26,5,37,75350,99
7048,40,13,10,13,30089,12,False,2013,33,5,37,26003,86
7049,23,35,20,14,48707,12,False,2013,14,4,22,37778,77
7050,32,39,16,12,26445,12,False,2013,3,5,27,24753,93
7051,13,12,11,8,42749,12,False,2013,13,5,27,42682,99
7052,35,43,14,10,27359,12,False,2013,24,5,31,26876,98
7053,19,16,7,2,36284,12,False,2013,16,6,65,36069,99
7054,5,1,4,1,53400,12,False,2013,26,5,37,47229,88
7055,44,32,15,16,33280,12,False,2013,29,6,50,26632,80
7056,2,25,3,18,40834,12,True,2013,16,6,65,41608,101
7057,4,30,5,19,39414,12,False,2013,31,6,72,33796,85
7058,7,9,6,9,52305,12,False,2013,18,4,230,49164,93
7059,10,23,17,20,35345,12,False,2013,16,6,65,31843,90
7060,39,40,12,13,25586,12,False,2013,27,5,18,23324,91
7061,43,39,10,12,20937,12,False,2013,32,7,113,19303,92
7062,30,13,18,11,25700,12,False,2013,16,6,65,22288,86
7063,1,4,1,5,60704,12,False,2013,16,6,65,60001,98
7064,12,7,9,7,75643,12,False,2013,26,5,37,75233,99
7065,25,44,19,16,25486,12,False,2013,16,6,65,23705,93
7066,16,10,2,17,54074,12,False,2013,31,6,72,44781,82
7067,9,5,8,4,32384,12,False,2013,4,6,31,31229,96
7068,40,2,13,3,30089,12,False,2013,33,5,37,25154,83
7069,32,35,15,14,26445,12,False,2013,3,5,27,23675,89
7070,23,19,20,6,48707,12,False,2013,14,4,22,37963,77
7071,1,39,1,12,60704,12,False,2013,16,6,65,60017,98
7072,16,35,4,16,54074,12,False,2013,31,6,72,44541,82
7073,12,4,9,5,75643,12,False,2013,26,5,37,75210,99
7074,9,13,8,10,32384,12,False,2013,4,6,31,29814,92
7075,40,44,14,15,30089,12,False,2013,33,5,37,25014,83
7076,23,2,20,2,48707,12,False,2013,14,4,22,40652,83
7077,43,7,11,7,20937,12,False,2013,32,7,113,20457,97
7078,30,19,18,6,25700,12,True,2013,16,6,65,24128,93
7079,32,5,13,3,26445,12,False,2013,3,5,27,22943,86
7080,25,10,19,17,25486,12,True,2013,16,6,65,23891,93
7081,19,12,9,8,36284,12,False,2013,16,6,65,35884,98
7082,39,16,10,4,25586,12,False,2013,27,5,18,24940,97
7083,2,9,2,7,40834,12,False,2013,16,6,65,41568,101
7084,5,43,3,13,53400,12,False,2013,26,5,37,46559,87
7085,13,23,11,19,42749,11,False,2013,13,7,31,33036,77
7086,44,1,17,1,33280,11,False,2013,29,8,56,27948,83
7087,4,40,5,16,39414,11,False,2013,31,8,67,35513,90
7088,35,25,14,20,27359,11,False,2013,24,8,32,26851,98
7089,10,30,15,18,35345,11,True,2013,16,9,72,34946,98
7090,7,32,6,12,52305,11,False,2013,18,6,202,49298,94
7091,32,13,11,12,26445,11,False,2013,3,7,31,24902,94
7092,5,19,4,9,53400,11,False,2013,26,7,35,47228,88
7093,44,12,15,6,33280,11,False,2013,29,8,56,28016,84
7094,4,16,7,2,39414,11,True,2013,31,8,67,39576,100
7095,1,9,1,5,60704,11,False,2013,16,9,72,60007,98
7096,30,43,18,10,25700,11,False,2013,16,9,72,25258,98
7097,39,25,13,19,25586,11,False,2013,27,7,18,23043,90
7098,7,35,8,16,52305,11,False,2013,18,6,202,51328,98
7099,40,23,14,20,30089,11,False,2013,33,7,35,26007,86
7100,10,2,17,3,35345,11,True,2013,16,9,72,34977,98
7101,19,7,7,9,36284,11,False,2013,16,9,72,36042,99
7102,23,5,19,8,48707,11,False,2013,14,6,26,40137,82
7103,12,1,5,1,75643,11,False,2013,26,7,35,75138,99
7104,43,40,13,17,20937,11,False,2013,32,10,125,19242,91
7105,13,44,11,14,42749,11,False,2013,13,7,31,35809,83
7106,2,32,4,10,40834,11,False,2013,16,9,72,41623,101
7107,25,4,20,6,25486,11,False,2013,16,9,72,25231,98
7108,16,30,2,18,54074,11,False,2013,31,8,67,44768,82
7109,9,39,3,12,32384,11,False,2013,4,8,28,30022,92
7110,35,10,15,16,27359,11,False,2013,24,8,32,26824,98
7111,4,19,7,4,39414,11,False,2013,31,8,67,38378,97
7112,44,43,12,13,33280,11,False,2013,29,8,56,27463,82
7113,7,2,9,2,52305,11,False,2013,18,6,202,51674,98
7114,30,12,16,8,25700,11,False,2013,16,9,72,25700,100
7115,39,23,10,19,25586,11,False,2013,27,7,18,24677,96
7116,5,35,5,18,53400,11,False,2013,26,7,35,47066,88
7117,40,9,17,6,30089,11,False,2013,33,7,35,26053,86
7118,32,25,11,20,26445,11,False,2013,3,7,31,26397,99
7119,10,13,15,14,35345,11,False,2013,16,9,72,34977,98
7120,1,16,1,3,60704,11,False,2013,16,9,72,60042,98
7121,23,7,19,11,48707,10,False,2013,14,10,33,46313,95
7122,2,5,2,7,40834,10,False,2013,16,13,61,41495,101
7123,43,10,9,15,20937,10,False,2013,32,13,103,20455,97
7124,19,39,4,10,36284,10,False,2013,16,13,61,36080,99
7125,25,1,20,1,25486,10,True,2013,16,13,61,20050,78
7126,13,4,13,6,42749,10,False,2013,13,11,31,35154,82
7127,16,32,3,12,54074,10,False,2013,31,12,58,44747,82
7128,12,40,8,17,75643,10,False,2013,26,11,46,75274,99
7129,35,44,18,16,27359,10,False,2013,24,12,30,26846,98
7130,9,30,5,14,32384,10,False,2013,4,12,29,28631,88
7131,25,30,19,14,25486,10,True,2013,16,13,61,24881,97
7132,13,19,13,5,42749,10,False,2013,13,11,31,35391,82
7133,7,16,10,3,52305,10,False,2013,18,9,161,51703,98
7134,1,35,1,18,60704,10,False,2013,16,13,61,60009,98
7135,2,44,2,17,40834,10,False,2013,16,13,61,41475,101
7136,4,39,7,9,39414,10,False,2013,31,12,58,38828,98
7137,12,9,8,6,75643,10,False,2013,26,11,46,75220,99
7138,40,32,16,12,30089,10,False,2013,33,11,46,25904,86
7139,43,23,11,20,20937,10,False,2013,32,13,103,20245,96
7140,10,5,15,4,35345,10,False,2013,16,13,61,34507,97
7141,35,2,18,3,27359,10,False,2013,24,12,30,26840,98
7142,9,43,4,15,32384,10,False,2013,4,12,29,28570,88
7143,19,10,6,13,36284,10,True,2013,16,13,61,35977,99
7144,32,1,12,1,26445,10,False,2013,3,11,31,24839,93
7145,5,4,5,7,53400,10,False,2013,26,11,46,47267,88
7146,44,7,14,11,33280,10,False,2013,29,12,64,27538,82
7147,30,40,17,16,25700,10,False,2013,16,13,61,24634,95
7148,39,13,8,10,25586,10,False,2013,27,11,15,24396,95
7149,16,25,2,19,54074,10,False,2013,31,12,58,44721,82
7150,23,12,20,9,48707,10,False,2013,14,10,33,45426,93
7151,4,7,4,16,39414,9,False,2013,31,15,49,33495,84
7152,40,35,15,14,30089,9,False,2013,33,14,26,26184,87
7153,23,16,20,2,48707,9,False,2013,14,13,19,41415,85
7154,19,2,3,5,36284,9,True,2013,16,16,41,35857,98
7155,13,5,9,7,42749,9,False,2013,13,14,17,34063,79
7156,30,44,18,11,25700,9,False,2013,16,16,41,23020,89
7157,39,10,8,17,25586,9,False,2013,27,14,10,24291,94
7158,12,32,12,10,75643,9,False,2013,26,14,26,75042,99
7159,9,25,6,19,32384,9,False,2013,4,15,15,30699,94
7160,43,1,13,1,20937,9,False,2013,32,15,58,20712,98
7161,1,40,1,10,60704,9,False,2013,16,16,41,60002,98
7162,25,43,19,9,25486,9,False,2013,16,16,41,22466,88
7163,44,19,16,2,33280,9,False,2013,29,14,38,27815,83
7164,5,12,3,8,53400,9,True,2013,26,14,26,47156,88
7165,35,13,17,13,27359,9,False,2013,24,15,24,26813,98
7166,16,9,5,7,54074,9,False,2013,31,15,49,44755,82
7167,7,39,12,11,52305,9,False,2013,18,12,101,51523,98
7168,32,23,14,20,26445,9,False,2013,3,14,17,24595,93
7169,10,4,15,6,35345,9,False,2013,16,16,41,34952,98
7170,2,30,4,18,40834,9,True,2013,16,16,41,41608,101
7171,43,16,13,1,20937,9,False,2013,32,15,58,20752,99
7172,9,10,11,10,32384,9,False,2013,4,15,15,28794,88
7173,12,25,5,18,75643,9,False,2013,26,14,26,75170,99
7174,13,7,17,8,42749,9,False,2013,13,14,17,37554,87
7175,30,32,14,19,25700,9,False,2013,16,16,41,25560,99
7176,39,44,16,12,25586,9,False,2013,27,14,10,21949,85
7177,40,5,7,4,30089,9,False,2013,33,14,26,25052,83
7178,23,1,20,2,48707,9,False,2013,14,13,19,39055,80
7179,19,35,3,15,36284,9,False,2013,16,16,41,35952,99
7180,4,2,9,6,39414,9,False,2013,31,15,49,36034,91
7181,16,12,1,7,54074,9,False,2013,31,15,49,44411,82
7182,32,43,20,16,26445,9,False,2013,3,14,17,23395,88
7183,1,19,4,6,60704,9,True,2013,16,16,41,60071,98
7184,5,39,3,18,53400,8,False,2013,26,16,31,46903,87
7185,44,4,11,15,33280,8,False,2013,29,16,46,27344,82
7186,7,30,12,17,52305,8,False,2013,18,13,104,46402,88
7187,35,9,9,10,27359,8,False,2013,24,17,27,26819,98
7188,10,40,8,5,35345,8,False,2013,16,18,57,34946,98
7189,25,23,14,19,25486,8,False,2013,16,18,57,22671,88
7190,12,2,4,1,75643,8,False,2013,26,16,31,75032,99
7191,44,5,11,7,33280,8,False,2013,29,16,46,27068,81
7192,19,43,3,20,36284,8,False,2013,16,18,57,36005,99
7193,30,1,12,8,25700,8,True,2013,16,18,57,25622,99
7194,4,32,14,17,39414,8,False,2013,31,16,66,36410,92
7195,39,35,13,15,25586,8,False,2013,27,17,14,23682,92
7196,7,10,18,5,52305,8,False,2013,18,13,104,49622,94
7197,9,23,6,16,32384,8,False,2013,4,17,10,29596,91
7198,40,25,10,19,30089,8,False,2013,33,16,31,25270,83
7199,13,16,9,2,42749,8,False,2013,13,16,27,42098,98
7200,2,13,1,5,40834,8,False,2013,16,18,57,41527,101
7201,5,7,2,20,53400,8,False,2013,26,16,31,46842,87
7202,25,19,12,9,25486,8,True,2013,16,18,57,23285,91
7203,2,39,1,18,40834,8,False,2013,16,18,57,41374,101
7204,16,40,7,13,54074,8,False,2013,31,16,66,44822,82
7205,1,13,16,5,60704,8,False,2013,16,18,57,60003,98
7206,35,4,11,10,27359,8,False,2013,24,17,27,26824,98
7207,23,30,14,6,48707,8,False,2013,14,15,31,43905,90
7208,32,9,15,8,26445,8,False,2013,3,16,27,25927,98
7209,10,44,4,17,35345,8,False,2013,16,18,57,34977,98
7210,43,12,19,3,20937,8,False,2013,32,16,95,20733,99
7211,1,32,3,13,60704,5,False,2014,16,14,52,59971,98
7212,13,41,17,19,42749,5,False,2014,13,12,26,40792,95
7213,2,23,1,16,40834,5,False,2014,16,14,52,41620,101
7214,25,43,10,8,25486,5,False,2014,16,14,52,25076,98
7215,4,19,11,5,39414,5,False,2014,31,12,53,39365,99
7216,39,12,18,4,25586,5,False,2014,27,11,7,24745,96
7217,22,17,14,20,32261,5,False,2014,6,12,24,31467,97
7218,5,9,2,7,53400,5,False,2014,26,12,21,45919,85
7219,7,10,15,12,52305,5,False,2014,18,9,116,52094,99
7220,40,16,9,6,30089,5,False,2014,33,12,21,27602,91
7221,1,23,3,15,60704,5,False,2014,16,14,52,59987,98
7222,32,2,13,1,26445,5,False,2014,3,12,26,24750,93
7223,43,5,8,2,20937,5,False,2014,32,12,80,20669,98
7224,12,1,4,3,75643,5,False,2014,26,12,21,75323,99
7225,9,13,7,16,32384,5,False,2014,4,13,16,31636,97
7226,41,40,19,9,21944,5,False,2014,23,10,79,18636,84
7227,17,7,20,17,18439,5,False,2014,16,14,52,17608,95
7228,23,22,15,14,48707,5,False,2014,14,10,23,46705,95
7229,19,39,6,18,36284,5,False,2014,16,14,52,35857,98
7230,10,4,11,10,35345,5,False,2014,16,14,52,34977,98
7231,16,25,5,12,54074,5,False,2014,31,12,53,44673,82
7232,1,43,3,8,60704,5,False,2014,16,14,52,59989,98
7233,5,17,2,20,53400,5,False,2014,26,12,21,44564,83
7234,2,16,1,5,40834,5,False,2014,16,14,52,41547,101
7235,4,23,11,16,39414,5,False,2014,31,12,53,38246,97
7236,13,10,14,10,42749,5,False,2014,13,12,26,39294,91
7237,39,41,18,19,25586,5,False,2014,27,11,7,24877,97
7238,22,9,15,7,32261,5,False,2014,6,12,24,31939,99
7239,7,32,17,13,52305,5,False,2014,18,9,116,47894,91
7240,40,19,9,6,30089,5,False,2014,33,12,21,27104,90
7241,25,12,12,4,25486,5,False,2014,16,14,52,25009,98
7242,39,1,17,3,25586,5,False,2014,27,11,7,23628,92
7243,2,25,1,12,40834,5,True,2014,16,14,52,41566,101
7244,19,5,6,2,36284,5,False,2014,16,14,52,35784,98
7245,13,4,14,11,42749,5,False,2014,13,12,26,37859,88
7246,16,17,5,19,54074,5,False,2014,31,12,53,44707,82
7247,23,9,18,7,48707,5,False,2014,14,10,23,39613,81
7248,43,40,8,10,20937,5,False,2014,32,12,80,20661,98
7249,10,41,9,20,35345,5,False,2014,16,14,52,34946,98
7250,12,32,4,13,75643,5,False,2014,26,12,21,75454,99
7251,22,7,16,15,32261,5,False,2014,6,12,24,31576,97
7252,22,2,17,1,32261,4,False,2014,6,9,26,32021,99
7253,39,16,15,5,25586,4,False,2014,27,9,13,24843,97
7254,4,12,10,4,39414,4,False,2014,31,10,36,39497,100
7255,1,2,3,1,60704,4,True,2014,16,11,30,60066,98
7256,9,19,7,6,32384,4,False,2014,4,9,19,31622,97
7257,41,22,20,17,21944,4,False,2014,23,8,50,19582,89
7258,25,39,12,15,25486,4,False,2014,16,11,30,23876,93
7259,7,43,14,8,52305,4,False,2014,18,7,70,46884,89
7260,17,10,19,11,18439,4,True,2014,16,11,30,18036,97
7261,40,23,9,18,30089,4,False,2014,33,9,27,26706,88
7262,32,16,13,5,26445,4,False,2014,3,8,23,26663,100
7263,5,13,2,16,53400,4,False,2014,26,9,27,45036,84
7264,5,10,4,10,53400,4,False,2014,26,9,27,45041,84
7265,7,19,14,6,52305,4,False,2014,18,7,70,47427,90
7266,25,32,11,13,25486,4,False,2014,16,11,30,24765,97
7267,4,41,12,20,39414,4,False,2014,31,10,36,39496,100
7268,22,43,18,8,32261,4,False,2014,6,9,26,31121,96
7269,40,9,9,7,30089,4,False,2014,33,9,27,26467,87
7270,2,12,1,3,40834,4,False,2014,16,11,30,41422,101
7271,16,7,5,13,54074,4,False,2014,31,10,36,44611,82
7272,17,2,18,1,18439,4,True,2014,16,11,30,17939,97
7273,12,5,3,4,75643,4,True,2014,26,9,27,75313,99
7274,43,4,8,12,20937,4,False,2014,32,10,39,20468,97
7275,9,39,6,17,32384,4,False,2014,4,9,19,30359,93
7276,23,25,16,11,48707,4,False,2014,14,7,23,42073,86
7277,19,13,7,15,36284,4,False,2014,16,11,30,35687,98
7278,32,22,14,20,26445,4,False,2014,3,8,23,26768,101
7279,10,40,9,10,35345,4,False,2014,16,11,30,34946,98
7280,41,1,19,2,21944,4,False,2014,23,8,50,20615,93
7281,13,17,16,18,42749,4,False,2014,13,8,23,33708,78
7282,25,5,11,4,25486,4,False,2014,16,11,30,24718,96
7283,41,19,19,6,21944,4,False,2014,23,8,50,18829,85
7284,23,7,15,13,48707,4,False,2014,14,7,23,47563,97
7285,4,9,12,7,39414,4,False,2014,31,10,36,39390,99
7286,22,10,20,9,32261,4,False,2014,6,9,26,31863,98
7287,12,13,3,16,75643,4,False,2014,26,9,27,75397,99
7288,43,39,8,17,20937,4,False,2014,32,10,39,20333,97
7289,32,17,14,18,26445,4,False,2014,3,8,23,25735,97
7290,2,40,1,10,40834,4,False,2014,16,11,30,41098,100
7291,1,16,2,5,60704,4,False,2014,16,11,30,60081,98
7292,16,12,5,4,54074,3,False,2014,31,7,40,44405,82
7293,39,2,15,1,25586,3,False,2014,27,7,12,24598,96
7294,17,4,19,13,18439,3,False,2014,16,8,29,17706,96
7295,5,32,2,14,53400,3,False,2014,26,6,25,45018,84
7296,13,43,16,8,42749,3,False,2014,13,6,19,35598,83
7297,7,1,12,3,52305,3,False,2014,18,4,106,50544,96
7298,9,41,6,18,32384,3,False,2014,4,8,17,30864,95
7299,40,25,10,11,30089,3,False,2014,33,6,25,27532,91
7300,19,22,7,20,36284,3,False,2014,16,8,29,35950,99
7301,10,23,9,17,35345,3,False,2014,16,8,29,34914,98
7302,43,16,9,5,20937,3,False,2014,32,7,62,20828,99
7303,2,9,1,6,40834,3,False,2014,16,8,29,41624,101
7304,4,7,14,11,39414,3,False,2014,31,7,40,38806,98
7305,12,19,4,7,75643,3,False,2014,26,6,25,75112,99
7306,25,17,12,19,25486,3,True,2014,16,8,29,24886,97
7307,1,10,3,10,60704,3,True,2014,16,8,29,60002,98
7308,22,39,20,15,32261,3,False,2014,6,6,21,31456,97
7309,23,13,17,16,48707,3,False,2014,14,6,18,45746,93
7310,32,40,13,8,26445,3,False,2014,3,6,19,24323,91
7311,41,5,18,2,21944,3,False,2014,23,5,69,21216,96
7312,17,19,18,6,18439,3,True,2014,16,8,29,17992,97
7313,5,22,2,20,53400,3,False,2014,26,6,25,45000,84
7314,7,12,11,4,52305,3,False,2014,18,4,106,49801,95
7315,17,1,18,3,18439,3,True,2014,16,8,29,17977,97
7316,40,4,8,14,30089,3,False,2014,33,6,25,26431,87
7317,19,43,6,9,36284,3,False,2014,16,8,29,34008,93
7318,10,2,10,1,35345,3,True,2014,16,8,29,34927,98
7319,16,41,5,19,54074,3,False,2014,31,7,40,44717,82
7320,13,32,17,13,42749,3,False,2014,13,6,19,31272,73
7321,39,23,15,16,25586,3,False,2014,27,7,12,23017,89
7322,9,25,7,12,32384,3,False,2014,4,8,17,28351,87
7323,16,5,5,2,54074,3,False,2014,31,7,40,44590,82
7324,1,4,3,14,60704,3,False,2014,16,8,29,59925,98
7325,10,25,9,12,35345,2,True,2014,16,6,47,34857,98
7326,41,43,18,8,21944,2,False,2014,23,3,75,17388,79
7327,12,23,4,16,75643,2,False,2014,26,5,28,75344,99
7328,7,13,11,19,52305,2,False,2014,18,3,122,51573,98
7329,40,39,10,15,30089,2,False,2014,33,5,28,26473,87
7330,32,9,13,6,26445,2,False,2014,3,5,23,25303,95
7331,19,10,7,8,36284,2,True,2014,16,6,47,35837,98
7332,4,22,12,20,39414,2,False,2014,31,6,40,38904,98
7333,9,16,5,6,32384,2,False,2014,4,6,23,31723,97
7334,13,40,19,10,42749,2,False,2014,13,5,23,31880,74
7335,2,41,1,18,40834,2,False,2014,16,6,47,41629,101
7336,25,1,13,3,25486,2,True,2014,16,6,47,24721,96
7337,39,17,15,17,25586,2,False,2014,27,5,12,24466,95
7338,23,32,16,14,48707,2,False,2014,14,4,17,40943,84
7339,43,12,9,4,20937,2,False,2014,32,6,70,20809,99
7340,5,7,2,11,53400,2,False,2014,26,5,28,45602,85
7341,2,4,1,12,40834,2,False,2014,16,6,47,41592,101
7342,12,41,3,19,75643,2,False,2014,26,5,28,75356,99
7343,9,10,4,8,32384,2,False,2014,4,6,23,31241,96
7344,40,5,10,2,30089,2,False,2014,33,5,28,27011,89
7345,25,7,13,11,25486,2,False,2014,16,6,47,25118,98
7346,32,43,14,9,26445,2,False,2014,3,5,23,23516,88
7347,1,22,5,20,60704,2,False,2014,16,6,47,60032,98
7348,39,13,16,18,25586,2,False,2014,27,5,12,21467,83
7349,23,17,15,17,48707,2,False,2014,14,4,17,39077,80
7350,16,19,7,6,54074,2,False,2014,31,6,40,44577,82
7351,41,32,17,15,21944,2,False,2014,23,3,75,16904,77
7352,7,40,11,10,52305,2,False,2014,18,3,122,47763,91
7353,10,12,8,4,35345,2,False,2014,16,6,47,34499,97
7354,19,1,5,6,36284,2,True,2014,16,6,47,35659,98
7355,13,2,16,1,42749,2,False,2014,13,5,23,35969,84
7356,22,25,20,13,32261,2,False,2014,6,5,23,31695,98
7357,5,39,2,18,53400,2,False,2014,26,5,28,45233,84
7358,17,9,19,3,18439,2,False,2014,16,6,47,18082,98
7359,43,23,9,14,20937,2,False,2014,32,6,70,20355,97
7360,4,16,12,7,39414,2,True,2014,31,6,40,39621,100
7361,1,13,5,16,60704,2,False,2014,16,6,47,59958,98
7362,9,43,4,9,32384,2,False,2014,4,6,23,30943,95
7363,39,7,18,11,25586,1,False,2014,27,4,17,23925,93
7364,25,4,13,12,25486,1,False,2014,16,6,52,25197,98
7365,16,10,7,8,54074,1,False,2014,31,5,58,44718,82
7366,12,22,3,20,75643,1,False,2014,26,5,32,75329,99
7367,40,17,10,19,30089,1,False,2014,33,5,32,27512,91
7368,23,41,14,17,48707,1,False,2014,14,4,20,44022,90
7369,32,19,15,6,26445,1,False,2014,3,4,34,25079,94
7370,2,5,1,2,40834,1,False,2014,16,6,52,41620,101
7371,4,32,12,14,39414,1,False,2014,31,5,58,34739,88
7372,10,39,7,18,35345,1,False,2014,16,6,52,34914,98
7373,5,1,2,5,53400,1,False,2014,26,5,32,45596,85
7374,13,16,15,8,42749,1,False,2014,13,4,34,39758,93
7375,41,25,17,13,21944,1,False,2014,23,3,114,17782,81
7376,22,40,20,10,32261,1,False,2014,6,4,32,31772,98
7377,17,12,19,4,18439,1,False,2014,16,6,52,18098,98
7378,43,2,9,1,20937,1,False,2014,32,6,99,20785,99
7379,19,23,6,16,36284,1,False,2014,16,6,52,35973,99
7380,7,9,11,3,52305,1,False,2014,18,3,190,49307,94
7381,1,40,5,11,60704,1,False,2014,16,6,52,59956,98
7382,12,9,4,3,75643,1,False,2014,26,5,32,75395,99
7383,23,16,16,8,48707,1,False,2014,14,4,20,45369,93
7384,41,17,17,19,21944,1,False,2014,23,3,114,17523,79
7385,2,7,1,10,40834,1,False,2014,16,6,52,41612,101
7386,4,5,12,2,39414,1,False,2014,31,5,58,39499,100
7387,22,13,20,13,32261,1,False,2014,6,4,32,31728,98
7388,43,10,9,7,20937,1,False,2014,32,6,99,20745,99
7389,32,39,14,18,26445,1,False,2014,3,4,34,24818,93
7390,25,19,15,6,25486,1,True,2014,16,6,52,24193,94
7391,40,12,11,3,30089,1,False,2014,33,5,32,27203,90
7392,13,25,12,18,42749,1,False,2014,13,4,34,29047,67
7393,39,4,15,13,25586,1,False,2014,27,4,17,23865,93
7394,16,22,8,20,54074,1,False,2014,31,5,58,44720,82
7395,5,23,2,14,53400,1,False,2014,26,5,32,45367,84
7396,7,41,10,19,52305,1,False,2014,18,3,190,51761,98
7397,17,43,16,9,18439,1,False,2014,16,6,52,17729,96
7398,9,1,4,6,32384,1,False,2014,4,6,35,31492,97
7399,10,32,7,17,35345,1,False,2014,16,6,52,34914,98
7400,19,2,5,1,36284,1,True,2014,16,6,52,35903,98
7401,16,43,8,9,54074,12,False,2014,31,6,72,44714,82
7402,19,12,7,3,36284,12,False,2014,16,6,65,35711,98
7403,9,2,4,1,32384,12,False,2014,4,6,31,31641,97
7404,13,23,13,14,42749,12,False,2014,13,5,27,35436,82
7405,39,22,17,20,25586,12,False,2014,27,5,18,23809,93
7406,5,41,2,19,53400,12,False,2014,26,5,37,45608,85
7407,17,25,15,18,18439,12,True,2014,16,6,65,18011,97
7408,40,32,11,16,30089,12,False,2014,33,5,37,27070,89
7409,10,1,6,5,35345,12,True,2014,16,6,65,34977,98
7410,7,4,10,12,52305,12,False,2014,18,4,230,52313,100
7411,2,10,1,5,40834,12,True,2014,16,6,65,41589,101
7412,41,16,19,9,21944,12,False,2014,23,4,135,21335,97
7413,25,9,18,4,25486,12,False,2014,16,6,65,24565,96
7414,4,40,12,11,39414,12,False,2014,31,6,72,39166,99
7415,22,19,20,7,32261,12,False,2014,6,5,29,31870,98
7416,12,7,3,10,75643,12,False,2014,26,5,37,75318,99
7417,23,39,14,17,48707,12,False,2014,14,4,22,44817,92
7418,43,13,8,13,20937,12,False,2014,32,7,113,20683,98
7419,32,5,15,2,26445,12,False,2014,3,5,27,26040,98
7420,1,17,6,16,60704,12,True,2014,16,6,65,59947,98
7421,40,2,13,1,30089,12,False,2014,33,5,37,27550,91
7422,7,23,9,14,52305,12,False,2014,18,4,230,52315,100
7423,16,1,10,6,54074,12,False,2014,31,6,72,44703,82
7424,5,25,2,17,53400,12,False,2014,26,5,37,45302,84
7425,13,12,12,3,42749,12,False,2014,13,5,27,41273,96
7426,39,43,19,8,25586,12,False,2014,27,5,18,21913,85
7427,17,32,16,15,18439,12,False,2014,16,6,65,17560,95
7428,9,4,5,11,32384,12,False,2014,4,6,31,31475,97
7429,19,41,7,18,36284,12,False,2014,16,6,65,35681,98
7430,10,22,4,20,35345,12,False,2014,16,6,65,34977,98
7431,4,17,10,18,39414,12,False,2014,31,6,72,34035,86
7432,12,16,3,11,75643,12,False,2014,26,5,37,75331,99
7433,43,19,9,7,20937,12,False,2014,32,7,113,20650,98
7434,41,9,17,5,21944,12,False,2014,23,4,135,17287,78
7435,2,39,1,19,40834,12,False,2014,16,6,65,41626,101
